作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Narayan, P.K., Rizvi, S.A.R., Sakti, A.","7102708451;55916668800;57206470015;","Did green debt instruments aid diversification during the COVID-19 pandemic?",2022,"Financial Innovation","8","1","21","","",,,"10.1186/s40854-021-00331-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126032460&doi=10.1186%2fs40854-021-00331-4&partnerID=40&md5=b378db2d715c23f110a62377e178aa97",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85126032460
"Amarasekara, C., Iyke, B.N., Narayan, P.K.","50461138600;56410838800;7102708451;","The role of R&amp;D and economic policy uncertainty in Sri Lanka’s economic growth",2022,"Financial Innovation","8","1","16","","",,,"10.1186/s40854-021-00322-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123010545&doi=10.1186%2fs40854-021-00322-5&partnerID=40&md5=0ed0a051534fda95559360ba18e30294",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85123010545
"Iyke, B.N., Phan, D.H.B., Narayan, P.K.","56410838800;57080497800;7102708451;","Exchange rate return predictability in times of geopolitical risk",2022,"International Review of Financial Analysis","81",,"102099","","",,1,"10.1016/j.irfa.2022.102099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125729584&doi=10.1016%2fj.irfa.2022.102099&partnerID=40&md5=aa53f79724c18069fbd929faab6004b6",Article,"Final","",Scopus,2-s2.0-85125729584
"Hu, M., Narayan, P., Park, J., Verhoeven, P.","56060158700;7102708451;57214313732;6603426383;","Informed trading in the CDS and OTM put option markets",2022,"International Review of Economics and Finance","79",,,"353","367",,,"10.1016/j.iref.2022.02.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125456898&doi=10.1016%2fj.iref.2022.02.030&partnerID=40&md5=21053b74948ab56ad82740a81433a305",Article,"Final","",Scopus,2-s2.0-85125456898
"Bannigidadmath, D., Narayan, P.K.","55785760400;7102708451;","Economic importance of correlations for energy and other commodities",2022,"Energy Economics","107",,"105854","","",,,"10.1016/j.eneco.2022.105854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124915253&doi=10.1016%2fj.eneco.2022.105854&partnerID=40&md5=aa679f13c8bf0325e6c5d5cbb0924203",Article,"Final","",Scopus,2-s2.0-85124915253
"Narayan, P.K.","7102708451;","Evidence of oil market price clustering during the COVID-19 pandemic",2022,"International Review of Financial Analysis","80",,"102009","","",,1,"10.1016/j.irfa.2021.102009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121973555&doi=10.1016%2fj.irfa.2021.102009&partnerID=40&md5=42e69060ce46eef81f00dd78a5c0f30c",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85121973555
"Narayan, P.K.","7102708451;","Understanding exchange rate shocks during COVID-19",2022,"Finance Research Letters","45",,"102181","","",,3,"10.1016/j.frl.2021.102181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107402015&doi=10.1016%2fj.frl.2021.102181&partnerID=40&md5=e4713acc21b590576fbc073c5eade2c1",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85107402015
"Bannigidadmath, D., Narayan, P.K., Phan, D.H.B., Gong, Q.","55785760400;7102708451;57080497800;55924323100;","How stock markets reacted to COVID-19? Evidence from 25 countries",2022,"Finance Research Letters","45",,"102161","","",,5,"10.1016/j.frl.2021.102161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107326731&doi=10.1016%2fj.frl.2021.102161&partnerID=40&md5=dbab7ccc9ad656628b6d8befde3aa9a7",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85107326731
"Karavias, Y., Narayan, P.K., Westerlund, J.","55450830700;7102708451;8321332600;","Structural Breaks in Interactive Effects Panels and the Stock Market Reaction to COVID-19",2022,"Journal of Business and Economic Statistics",,,,"","",,,"10.1080/07350015.2022.2053690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129224641&doi=10.1080%2f07350015.2022.2053690&partnerID=40&md5=698cbec5ce288c231788a2a7459e7ade",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85129224641
"Juhro, S.M., Narayan, P.K., Iyke, B.N., Trisnanto, B.","56317721900;7102708451;56410838800;57215580725;","Social capital, R&amp;D and provincial growth in Indonesia",2022,"Regional Studies",,,,"","",,,"10.1080/00343404.2022.2042469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128775117&doi=10.1080%2f00343404.2022.2042469&partnerID=40&md5=b7bd2f3ea10f56cb87b1146796aa8841",Article,"Article in Press","",Scopus,2-s2.0-85128775117
