作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Bruton, G.D., Zahra, S.A., Van de Ven, A.H., Hitt, M.A.","6603867202;7003264340;7006753715;8092411400;","Indigenous Theory Uses, Abuses, and Future",2022,"Journal of Management Studies","59","4",,"1057","1073",,9,"10.1111/joms.12755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113216176&doi=10.1111%2fjoms.12755&partnerID=40&md5=d7925c5e215c696d318ce63645d699ae",Article,"Final","",Scopus,2-s2.0-85113216176
"Bruton, G.D., Chen, J.","6603867202;57290507200;","Bringing entrepreneurship and family business fully into a home in management departments",2022,"Journal of Family Business Strategy","13","1","100483","","",,,"10.1016/j.jfbs.2022.100483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122929264&doi=10.1016%2fj.jfbs.2022.100483&partnerID=40&md5=f294d3fcf84ecbc190936ed67c8d76a8",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85122929264
"Greer, C.R., Bruton, G.D., Zachary, M.A.","7103169845;6603867202;36990560800;","Patent productivity: Strategic human resources and the attention-based view",2022,"International Journal of Human Resource Management",,,,"","",,,"10.1080/09585192.2022.2055970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128080082&doi=10.1080%2f09585192.2022.2055970&partnerID=40&md5=ee352739e041c3f45a94020cf47641b2",Article,"Article in Press","",Scopus,2-s2.0-85128080082
"Li, W., Bruton, G.D., Li, X., Wang, S.","35758788300;6603867202;55825019500;57219127324;","Transgenerational Succession and R&amp;D Investment: A Myopic Loss Aversion Perspective",2022,"Entrepreneurship: Theory and Practice","46","1",,"193","222",,1,"10.1177/10422587211038479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113144904&doi=10.1177%2f10422587211038479&partnerID=40&md5=fa15a563b1d9a7f1d193e455392612a9",Article,"Final","",Scopus,2-s2.0-85113144904
"Krause, R., Chen, J., Bruton, G.D., Filatotchev, I.","55426747200;57290507200;6603867202;7004501203;","Chief executive officer power and initial public offering underpricing: Examining the influence of demand-side cultural power distance",2021,"Global Strategy Journal","11","4",,"686","708",,1,"10.1002/gsj.1422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116801059&doi=10.1002%2fgsj.1422&partnerID=40&md5=9f2e3ecf96d2455cee1e98571ad292a1",Article,"Final","",Scopus,2-s2.0-85116801059
"Jiang, H., Jia, N., Bai, T., Bruton, G.D.","55234704800;55629603800;57201481015;6603867202;","Cleaning house before hosting new guests: A political path dependence model of political connection adaptation in the aftermath of anticorruption shocks",2021,"Strategic Management Journal","42","10",,"1793","1821",,5,"10.1002/smj.3315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108270581&doi=10.1002%2fsmj.3315&partnerID=40&md5=7b115105520cdccb653f0d589ee73fbb",Article,"Final","",Scopus,2-s2.0-85108270581
"Bruton, G.D., Pillai, J., Sheng, N.","6603867202;57197836719;57209855933;","Transitional entrepreneurship: Establishing the parameters of the field",2021,"Journal of Developmental Entrepreneurship","26","3","2150015","","",,1,"10.1142/S1084946721500151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116910309&doi=10.1142%2fS1084946721500151&partnerID=40&md5=1ccee95f8ed9ecff9bcfe4ea7411046f",Article,"Final","",Scopus,2-s2.0-85116910309
"Bruton, G.D., Nuhu, N., Qian, J.J.","6603867202;57222736898;57224734126;","INFORMAL FINANCE in SETTINGS of POVERTY: ESTABLISHING AN AGENDA for FUTURE ENTREPRENEURSHIP RESEARCH",2021,"Journal of Developmental Entrepreneurship","26","2","2150011","","",,1,"10.1142/S1084946721500114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108243576&doi=10.1142%2fS1084946721500114&partnerID=40&md5=684ebf73e62d8eba92cd21b7261ae99c",Article,"Final","",Scopus,2-s2.0-85108243576
"Bruton, G., Sutter, C., Lenz, A.-K.","6603867202;37098050300;57213824530;","Economic inequality – Is entrepreneurship the cause or the solution? A review and research agenda for emerging economies",2021,"Journal of Business Venturing","36","3","106095","","",,17,"10.1016/j.jbusvent.2021.106095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101365783&doi=10.1016%2fj.jbusvent.2021.106095&partnerID=40&md5=ae0fbee1470bed030991d30e0c8b1b41",Article,"Final","",Scopus,2-s2.0-85101365783
"Bruton, G.D., Sheng, N.","6603867202;57209855933;","Moving Chinese-focused research forward: Indigenous theory and family business",2021,"Journal of Industrial Integration and Management","6","1",,"1","14",,,"10.1142/S2424862221500019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103020305&doi=10.1142%2fS2424862221500019&partnerID=40&md5=fea272d695916d8cebb70562779d5cce",Article,"Final","",Scopus,2-s2.0-85103020305
"Bruton, G.D., Ahlstrom, D., Chen, J.","6603867202;56525447800;55382431100;","China has emerged as an aspirant economy",2021,"Asia Pacific Journal of Management","38","1",,"1","15",,26,"10.1007/s10490-018-9638-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062469663&doi=10.1007%2fs10490-018-9638-0&partnerID=40&md5=596d6c3e29a246f37666af8774e403ef",Article,"Final","",Scopus,2-s2.0-85062469663
"Chahine, S., Filatotchev, I., Bruton, G.D., Wright, M.","22984336800;7004501203;6603867202;57226344910;","“Success by Association”: The Impact of Venture Capital Firm Reputation Trend on Initial Public Offering Valuations",2021,"Journal of Management","47","2",,"368","398",,8,"10.1177/0149206319847265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084811841&doi=10.1177%2f0149206319847265&partnerID=40&md5=6fac4deba83d0876b3b42b84f5ae131e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85084811841
"Bhawe, N., Zahra, S.A., Chao, C., Bruton, G.D.","25622601600;7003264340;57212208873;6603867202;","Protectionist policies and diversity of entrepreneurial types",2021,"Small Business Economics","56","2",,"789","807",,3,"10.1007/s11187-019-00269-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074505337&doi=10.1007%2fs11187-019-00269-z&partnerID=40&md5=6485a83cf2d3e3d18fe8fba5f6175f6f",Article,"Final","",Scopus,2-s2.0-85074505337
"Chen, J., Cai, L., Bruton, G.D., Sheng, N.","55382431100;51563260200;6603867202;57209855933;","Entrepreneurial ecosystems: what we know and where we move as we build an understanding of China",2020,"Entrepreneurship and Regional Development","32","5-6",,"370","388",,10,"10.1080/08985626.2019.1640438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068910096&doi=10.1080%2f08985626.2019.1640438&partnerID=40&md5=c23bdde8a9abcd181cf252b48ee493b8",Article,"Final","",Scopus,2-s2.0-85068910096
"Krause, R., Li, W., Ma, X., Bruton, G.D.","55426747200;35758788300;15757472800;6603867202;","The board chair effect across countries: An institutional view",2019,"Strategic Management Journal","40","10",,"1570","1592",,12,"10.1002/smj.3057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070675620&doi=10.1002%2fsmj.3057&partnerID=40&md5=6641e657fa664c72273a57807b768468",Article,"Final","",Scopus,2-s2.0-85070675620
"Krause, R., Zhiyan, W.U., Bruton, G.D., Carter, S.M.","55426747200;57207454059;6603867202;57195943009;","The coercive isomorphism ripple effect: An investigation of nonprofit interlocks on corporate boards",2019,"Academy of Management Journal","62","1",,"283","308",,20,"10.5465/amj.2017.0064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059031941&doi=10.5465%2famj.2017.0064&partnerID=40&md5=524c777286fcd34117cfc673b7876535",Review,"Final","",Scopus,2-s2.0-85059031941
"Sutter, C., Bruton, G.D., Chen, J.","37098050300;6603867202;55382431100;","Entrepreneurship as a solution to extreme poverty: A review and future research directions",2019,"Journal of Business Venturing","34","1",,"197","214",,155,"10.1016/j.jbusvent.2018.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048332215&doi=10.1016%2fj.jbusvent.2018.06.003&partnerID=40&md5=8eb6d14cf63a634e765f541c428f7301",Article,"Final","",Scopus,2-s2.0-85048332215
"Bruton, G.D., Su, Z., Filatotchev, I.","6603867202;21741158300;7004501203;","New Venture Performance in Transition Economies from Different Institutional Perspectives",2018,"Journal of Small Business Management","56","3",,"374","391",,28,"10.1111/jsbm.12266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992376598&doi=10.1111%2fjsbm.12266&partnerID=40&md5=31ee202e101dc54eef866975f89469a7",Article,"Final","",Scopus,2-s2.0-84992376598
"Suddaby, R., Bruton, G.D., Walsh, J.P.","6506742499;6603867202;55451369100;","What We Talk About When We Talk About Inequality: An Introduction to the Journal of Management Studies Special Issue",2018,"Journal of Management Studies","55","3",,"381","393",,23,"10.1111/joms.12333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042295029&doi=10.1111%2fjoms.12333&partnerID=40&md5=cc6bcad8dc691f205a2d40d59ed1ad96",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85042295029
"Filatotchev, I., Chahine, S., Bruton, G.D.","7004501203;22984336800;6603867202;","Board Interlocks and Initial Public Offering Performance in the United States and the United Kingdom: An Institutional Perspective",2018,"Journal of Management","44","4",,"1620","1650",,18,"10.1177/0149206315621145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041891102&doi=10.1177%2f0149206315621145&partnerID=40&md5=bd720c92a5e0dbe75e1ecde0b9468443",Article,"Final","",Scopus,2-s2.0-85041891102
"Bruton, G.D., Zahra, S.A., Cai, L.","6603867202;7003264340;51563260200;","Examining entrepreneurship through indigenous lenses",2018,"Entrepreneurship: Theory and Practice","42","3",,"351","361",,39,"10.1177/1042258717741129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052573868&doi=10.1177%2f1042258717741129&partnerID=40&md5=20602dc89084cc49b10274f536436ca8",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052573868
