作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Mian, A., Sufi, A.","57605928600;16048547000;","Credit Supply and Housing Speculation",2022,"Review of Financial Studies","35","2",,"680","719",,2,"10.1093/rfs/hhab034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128502006&doi=10.1093%2frfs%2fhhab034&partnerID=40&md5=e762b710ff9931fb8b36e05b1791e0e3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85128502006
"Liu, E., Mian, A., Sufi, A.","57326901900;24824916100;16048547000;","Low Interest Rates, Market Power, and Productivity Growth",2022,"Econometrica","90","1",,"193","221",,3,"10.3982/ECTA17408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123639918&doi=10.3982%2fECTA17408&partnerID=40&md5=cc578648d70ca79021ffde5fff7b0999",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85123639918
"Mian, A., Straub, L., Sufi, A.","24824916100;57201315353;16048547000;","Indebted Demand",2021,"Quarterly Journal of Economics","136","4",,"2243","2307",,3,"10.1093/qje/qjab007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107865785&doi=10.1093%2fqje%2fqjab007&partnerID=40&md5=77040558945fc3bc17c22d546bddf521",Article,"Final","",Scopus,2-s2.0-85107865785
"Mian, A., Sufi, A., Verner, E.","24824916100;16048547000;57199074504;","How Does Credit Supply Expansion Affect the Real Economy? The Productive Capacity and Household Demand Channels",2020,"Journal of Finance","75","2",,"949","994",,15,"10.1111/jofi.12869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079393235&doi=10.1111%2fjofi.12869&partnerID=40&md5=f870d4073aeec1387cfa158757e7090d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079393235
"Hooper, P., Mishkin, F.S., Sufi, A.","57194274064;35293058900;16048547000;","Prospects for inflation in a high pressure economy: Is the Phillips curve dead or is it just hibernating?",2020,"Research in Economics","74","1",,"26","62",,8,"10.1016/j.rie.2019.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079650846&doi=10.1016%2fj.rie.2019.11.004&partnerID=40&md5=3a775ea32406a54738a70c911c5769fd",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079650846
"Garber, G., Mian, A., Ponticelli, J., Sufi, A.","57215772681;24824916100;57190280860;16048547000;","Household debt and recession in Brazil",2019,"Handbook of US Consumer Economics",,,,"97","119",,5,"10.1016/B978-0-12-813524-2.00004-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081890598&doi=10.1016%2fB978-0-12-813524-2.00004-4&partnerID=40&md5=0bff12eb762fe2e33bcd70456f50b817",Book Chapter,"Final","",Scopus,2-s2.0-85081890598
"Mian, A., Sufi, A.","24824916100;16048547000;","Finance and business cycles: The credit-driven household demand channel",2018,"Journal of Economic Perspectives","32","3",,"31","58",,49,"10.1257/jep.32.3.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051174688&doi=10.1257%2fjep.32.3.31&partnerID=40&md5=220f34f627d7fa1997f66ffcdf7ee9e3",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85051174688
"Mian, A., Sufi, A., Verner, E.","24824916100;16048547000;57199074504;","Household debt and business cycles worldwide",2017,"Quarterly Journal of Economics","132","4",,"1755","1817",,170,"10.1093/qje/qjx017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028425186&doi=10.1093%2fqje%2fqjx017&partnerID=40&md5=ed4612f98ab5114276a1b55ad6181ed8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85028425186
"Feroli, M., Greenlaw, D., Hooper, P., Mishkin, F.S., Sufi, A.","8323960200;57194273641;57194274064;35293058900;16048547000;","Language after liftoff: Fed communication away from the zero lower bound",2017,"Research in Economics","71","3",,"452","490",,7,"10.1016/j.rie.2017.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019610166&doi=10.1016%2fj.rie.2017.04.003&partnerID=40&md5=e0eeece48109f4dc712476f224c56f0c",Article,"Final","",Scopus,2-s2.0-85019610166
"Mian, A., Sufi, A.","24824916100;16048547000;","Fraudulent income overstatement on mortgage applications during the credit expansion of 2002 to 2005",2017,"Review of Financial Studies","30","6",,"1831","1864",,31,"10.1093/rfs/hhw104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020086318&doi=10.1093%2frfs%2fhhw104&partnerID=40&md5=734b5c28cad854c53c1c713b4410978b",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85020086318
"Mian, A., Sufi, A.","24824916100;16048547000;","Who Bears the Cost of Recessions? The Role of House Prices and Household Debt",2016,"Handbook of Macroeconomics","2",,,"255","296",,16,"10.1016/bs.hesmac.2016.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007038185&doi=10.1016%2fbs.hesmac.2016.03.005&partnerID=40&md5=949c2618a4dbabaf26cf509fa8492a78",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85007038185
"Mian, A., Sufi, A., Trebbi, F.","24824916100;16048547000;6507077872;","Foreclosures, House Prices, and the Real Economy",2015,"Journal of Finance","70","6",,"2587","2634",,103,"10.1111/jofi.12310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938639660&doi=10.1111%2fjofi.12310&partnerID=40&md5=962524b87037dd0ce9294e1b7634a7b8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84938639660
"Mian, A., Sufi, A.","24824916100;16048547000;","What Explains the 2007-2009 Drop in Employment?",2014,"Econometrica","82","6",,"2197","2223",,270,"10.3982/ECTA10451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915828489&doi=10.3982%2fECTA10451&partnerID=40&md5=3d5908f0a1820fb52eb0d601853e3530",Article,"Final","",Scopus,2-s2.0-84915828489
"Rampini, A.A., Sufi, A., Viswanathan, S.","8334190300;16048547000;54885038500;","Dynamic risk management",2014,"Journal of Financial Economics","111","2",,"271","296",,84,"10.1016/j.jfineco.2013.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891663366&doi=10.1016%2fj.jfineco.2013.10.003&partnerID=40&md5=9fa481041a67c34935ce3362b326cfc4",Article,"Final","",Scopus,2-s2.0-84891663366
"Mian, A., Sufi, A., Trebbi, F.","24824916100;16048547000;6507077872;","Resolving debt overhang: Political constraints in the aftermath of financial crises",2014,"American Economic Journal: Macroeconomics","6","2",,"1","28",,62,"10.1257/mac.6.2.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897986245&doi=10.1257%2fmac.6.2.1&partnerID=40&md5=d9dad369d3b5e030ef279af2489e2c6d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84897986245
"Mian, A., Rao, K., Sufi, A.","24824916100;55887373700;16048547000;","Household balance sheets, consumption, and the economic slump",2013,"Quarterly Journal of Economics","128","4","qjt020","1687","1726",,401,"10.1093/qje/qjt020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885790891&doi=10.1093%2fqje%2fqjt020&partnerID=40&md5=b6691a80f0b7bd8c464ee8120d530669",Article,"Final","",Scopus,2-s2.0-84885790891
"Sufi, A.","16048547000;","Lender Incentives, Credit Risk, and Securitization: Evidence from the Subprime Mortgage Crisis",2013,"A Debtor World: Interdisciplinary Perspectives on Debt",,,,"","",,,"10.1093/acprof:oso/9780199873722.003.0004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920469212&doi=10.1093%2facprof%3aoso%2f9780199873722.003.0004&partnerID=40&md5=6b5d70f74bd281a1de3132537a5265ff",Book Chapter,"Final","",Scopus,2-s2.0-84920469212
"Mian, A., Sufi, A., Trebbi, F.","24824916100;16048547000;6507077872;","The political economy of the subprime mortgage credit expansion",2013,"Quarterly Journal of Political Science","8","4",,"373","408",,36,"10.1561/100.00012036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898945843&doi=10.1561%2f100.00012036&partnerID=40&md5=cf4cd1f77bea617a2c7f38097deb34b6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84898945843
"Mian, A., Sufi, A.","24824916100;16048547000;","The effects of fiscal stimulus: Evidence from the 2009 cash for clunkers program",2012,"Quarterly Journal of Economics","127","3","qjs024","1107","1142",,117,"10.1093/qje/qjs024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865383994&doi=10.1093%2fqje%2fqjs024&partnerID=40&md5=762322480e12ac9722e44c8612979663",Article,"Final","",Scopus,2-s2.0-84865383994
"Nini, G., Smith, D.C., Sufi, A.","23025574800;57191273783;16048547000;","Creditor control rights, corporate governance, and firm value",2012,"Review of Financial Studies","25","6",,"1713","1761",,242,"10.1093/rfs/hhs007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861624901&doi=10.1093%2frfs%2fhhs007&partnerID=40&md5=5146885e89d9168c6c42ae438d16f59f",Review,"Final","",Scopus,2-s2.0-84861624901
"Rauh, J.D., Sufi, A.","12786115500;16048547000;","Explaining corporate capital structure: Product markets, leases, and asset similarity",2012,"Review of Finance","16","1",,"115","155",,53,"10.1093/rof/rfr023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555177805&doi=10.1093%2frof%2frfr023&partnerID=40&md5=8c7c2f46a3e30a6f2375338e70d9f074",Article,"Final","",Scopus,2-s2.0-84555177805
"Mian, A., Sufi, A.","24824916100;16048547000;","House prices, home equity-based borrowing, and the US household leverage crisis",2011,"American Economic Review","101","5",,"2132","2156",,438,"10.1257/aer.101.5.2132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860388805&doi=10.1257%2faer.101.5.2132&partnerID=40&md5=e79acaed36eeeadbe9483a358208ab6e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84860388805
"Mian, A., Sufi, A.","24824916100;16048547000;","Household balance sheets, aggregate demand and unemployment",2011,"Pakistan Development Review","50","4",,"285","294",,,"10.30541/v50i4ipp.285-294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891325882&doi=10.30541%2fv50i4ipp.285-294&partnerID=40&md5=80716fd5f8135fb1956273a7204672f0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84891325882
"Mian, A., Sufi, A., Trebbi, F.","24824916100;16048547000;6507077872;","The political economy of the US mortgage default crisis",2010,"American Economic Review","100","5",,"1967","1998",,155,"10.1257/aer.100.5.1967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650509484&doi=10.1257%2faer.100.5.1967&partnerID=40&md5=64005d52be23d39fbf97783a4d0e1c70",Article,"Final","All Open Access, Green",Scopus,2-s2.0-78650509484
