作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Asriyan, V., Laeven, L., Martín, A.","57195261495;6603399214;56109927500;","Collateral Booms and Information Depletion",2022,"Review of Economic Studies","89","2",,"517","555",,,"10.1093/restud/rdab046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126798376&doi=10.1093%2frestud%2frdab046&partnerID=40&md5=1358af9b99c37d84218b8e3901d13cf1",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85126798376
"Asriyan, V., Laeven, L., Mart n, A.","57195261495;6603399214;57540414100;","Erratum: Collateral Booms and Information Depletion (Review of Economic Studies 1: 39 DOI: 10.1093/restud/rdab046)",2022,"Review of Economic Studies","89","2",,"1039","",,,"10.1093/restud/rdab083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126749082&doi=10.1093%2frestud%2frdab083&partnerID=40&md5=0641ef231467fac9999d57da0a96f3b0",Erratum,"Final","All Open Access, Bronze",Scopus,2-s2.0-85126749082
"Ivashina, V., Laeven, L., Moral-Benito, E.","26323576100;6603399214;36450829600;","Loan types and the bank lending channel",2022,"Journal of Monetary Economics","126",,,"171","187",,,"10.1016/j.jmoneco.2021.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122028688&doi=10.1016%2fj.jmoneco.2021.11.006&partnerID=40&md5=60ba7b8f470be335da42be20b7c38391",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85122028688
"Laeven, L.","6603399214;","Pandemics, intermediate goods, and corporate valuation",2022,"Journal of International Money and Finance","120",,"102505","","",,1,"10.1016/j.jimonfin.2021.102505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116036725&doi=10.1016%2fj.jimonfin.2021.102505&partnerID=40&md5=d42da602d893d76bd5193a74625afde2",Article,"Final","",Scopus,2-s2.0-85116036725
"Aggarwal, R., Bai, J., Laeven, L.","7203025120;55617930400;6603399214;","Safe-Asset Shortages: Evidence from the European Government Bond Lending Market",2021,"Journal of Financial and Quantitative Analysis","56","8",,"2689","2719",,2,"10.1017/S0022109020000770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093966890&doi=10.1017%2fS0022109020000770&partnerID=40&md5=b1f7e9e5c473c9a70bfa5c809608be40",Article,"Final","",Scopus,2-s2.0-85093966890
"Boot, A., Hoffmann, P., Laeven, L., Ratnovski, L.","56622650500;56156685000;6603399214;23482958800;","Fintech: what's old, what's new?",2021,"Journal of Financial Stability","53",,"100836","","",,9,"10.1016/j.jfs.2020.100836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098619266&doi=10.1016%2fj.jfs.2020.100836&partnerID=40&md5=7fd5130b4b8c7bdc4fa3ee30479649d4",Article,"Final","",Scopus,2-s2.0-85098619266
"Deyoung, R., Hartmann, P., Laeven, L.","7003371339;56274928700;6603399214;","Editors’ Introduction to the Special Issue",2020,"Journal of Money, Credit and Banking","52",,,"5","12",,,"10.1111/jmcb.12729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095435761&doi=10.1111%2fjmcb.12729&partnerID=40&md5=4e3f54f6d2b4f3ec51c0c9f17695027b",Article,"Final","",Scopus,2-s2.0-85095435761
"Laeven, L., Valencia, F.","6603399214;55013796100;","Systemic Banking Crises Database II",2020,"IMF Economic Review","68","2",,"307","361",,48,"10.1057/s41308-020-00107-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078765386&doi=10.1057%2fs41308-020-00107-3&partnerID=40&md5=0f89b3eaac6088e01be151bddadd94e4",Article,"Final","",Scopus,2-s2.0-85078765386
"Dagher, J., Dell’ariccia, G., Laeven, L., Ratnovski, L., Tong, H.","53163455000;7801426597;6603399214;23482958800;14827492900;","Bank capital: A seawall approach",2020,"International Journal of Central Banking","16","2",,"249","291",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082198634&partnerID=40&md5=fefe0dd941b8239c429383f936c4c884",Article,"Final","",Scopus,2-s2.0-85082198634
"Huizinga, H., Laeven, L.","7003762075;6603399214;","The Procyclicality of Banking: Evidence from the Euro Area",2019,"IMF Economic Review","67","3",,"496","527",,4,"10.1057/s41308-019-00081-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066616892&doi=10.1057%2fs41308-019-00081-5&partnerID=40&md5=24d55b7d2afabc24e014bdfaf8606a03",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85066616892
