作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Lewis, M.W., Andriopoulos, C., Smith, W.K.","7404188750;10642423900;9334428100;","Paradoxical leadership to enable strategic agility",2014,"California Management Review","56","3",,"58","77",,157,"10.1525/cmr.2014.56.3.58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901327684&doi=10.1525%2fcmr.2014.56.3.58&partnerID=40&md5=bbdf263605a5f8a1847d935924f41454",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84901327684
"Lewis, M.W., Smith, W.K.","7404188750;9334428100;","Paradox as a Metatheoretical Perspective: Sharpening the Focus and Widening the Scope",2014,"Journal of Applied Behavioral Science","50","2",,"127","149",,232,"10.1177/0021886314522322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899981242&doi=10.1177%2f0021886314522322&partnerID=40&md5=cb0509e5679cab2886f932a4a13f3e9f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84899981242
"Lewis, M.W., Andriopoulos, C.","7404188750;10642423900;","Managing Innovation Paradoxes for Organizational Ambidexterity",2013,"The PDMA Handbook of New Product Development",,,,"356","367",,1,"10.1002/9781118466421.ch22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886835570&doi=10.1002%2f9781118466421.ch22&partnerID=40&md5=397f2188e5bada9284b2cb672f7fea9d",Book Chapter,"Final","",Scopus,2-s2.0-84886835570
"Erez, M., Jarvenpaa, S., Lewis, M., Smith, W., Tracey, P.","6701417503;7003273435;7404188750;9334428100;6701344368;","Organization Studies: Call for papers Special issue on Paradox, Tensions and Dualities of Innovation and Change",2013,"Organization Studies","34","9",,"1414","1417",,,"10.1177/0170840613502289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990397369&doi=10.1177%2f0170840613502289&partnerID=40&md5=453a3bb613d330d9aa2e4c290af43f20",Article,"Final","",Scopus,2-s2.0-84990397369
"Erez, M., Jarvenpaa, S., Lewis, M., Smith, W., Tracey, P.","6701417503;7003273435;7404188750;9334428100;6701344368;","Organization Studies: Call for papers Special issue on Paradox, Tensions and Dualities of Innovation and Change",2013,"Organization Studies","34","10",,"1575","1578",,2,"10.1177/0170840613493710c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990397292&doi=10.1177%2f0170840613493710c&partnerID=40&md5=a8058262231970a6a0d22668139a53c1",Article,"Final","",Scopus,2-s2.0-84990397292
"Erez, M., Jarvenpaa, S., Lewis, M., Smith, W., Tracey, P.","6701417503;7003273435;7404188750;9334428100;6701344368;","Organization Studies: Call for papers Special issue on Paradox, Tensions and Dualities of Innovation and Change",2013,"Organization Studies","34","11",,"1735","1738",,1,"10.1177/0170840613495341c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990379709&doi=10.1177%2f0170840613495341c&partnerID=40&md5=b66511603164d01c2925025bbbbf764d",Article,"Final","",Scopus,2-s2.0-84990379709
"Smith, W.K., Lewis, M.W., Tushman, M.L.","9334428100;7404188750;6602681606;","Organizational Sustainability: Organization Design and Senior Leadership to Enable Strategic Paradox",2012,"The Oxford Handbook of Positive Organizational Scholarship",,,,"","",,5,"10.1093/oxfordhb/9780199734610.013.0061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924939807&doi=10.1093%2foxfordhb%2f9780199734610.013.0061&partnerID=40&md5=ea93c2d9dab1848a943c9bdf0985bb8d",Book Chapter,"Final","",Scopus,2-s2.0-84924939807
"Smith, W.K., Lewis, M.W.","9334428100;7404188750;","Leadership Skills for Managing Paradoxes",2012,"Industrial and Organizational Psychology","5","2",,"227","231",,39,"10.1111/j.1754-9434.2012.01435.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867351600&doi=10.1111%2fj.1754-9434.2012.01435.x&partnerID=40&md5=665215cfb573919b9293e99d6d0b82c5",Article,"Final","",Scopus,2-s2.0-84867351600
"Cates, C., Cedercreutz, K., Harfmann, A.C., Lewis, M.W., Miller, R.","7005182169;6504255950;6507567631;7404188750;55568515612;","Using digital technology to enhance a century old partnership between university and cooperative education employers",2011,"Higher Education, Emerging Technologies, and Community Partnerships: Concepts, Models and Practices",,,,"350","358",,1,"10.4018/978-1-60960-623-7.ch032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898338306&doi=10.4018%2f978-1-60960-623-7.ch032&partnerID=40&md5=74234f496b7a1a3c53f99b20114f5be9",Book Chapter,"Final","",Scopus,2-s2.0-84898338306
"Smith, W., Lewis, M.","9334428100;7404188750;","Toward a theory of paradox: A dynamic equilibrium model of organizing",2011,"Academy of Management Review","36","2",,"381","403",,1575,"10.5465/amr.2009.0223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952793118&doi=10.5465%2famr.2009.0223&partnerID=40&md5=8f85f350ff80864bbf2e836101f897a6",Article,"Final","",Scopus,2-s2.0-79952793118
"Knapp, J.R., Dalziel, T., Lewis, M.W.","35107509700;6603065176;7404188750;","Governing top managers: Board control, social categorization, and their unintended influence on discretionary behaviors",2011,"Corporate Governance: An International Review","19","4",,"295","310",,18,"10.1111/j.1467-8683.2011.00845.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959870178&doi=10.1111%2fj.1467-8683.2011.00845.x&partnerID=40&md5=dafd839e0cad76ed65ef75681ddb6d16",Article,"Final","",Scopus,2-s2.0-79959870178
"Gotsi, M., Andriopoulos, C., Lewis, M.W., Ingram, A.E.","22134460900;10642423900;7404188750;14043495400;","Managing creatives: Paradoxical approaches to identity regulation",2010,"Human Relations","63","6",,"781","805",,113,"10.1177/0018726709342929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953160844&doi=10.1177%2f0018726709342929&partnerID=40&md5=0fea707e263130de77756b95e5b7b52f",Article,"Final","",Scopus,2-s2.0-77953160844
"Andriopoulos, C., Lewis, M.W.","10642423900;7404188750;","Managing Innovation Paradoxes: Ambidexterity Lessons from Leading Product Design Companies",2010,"Long Range Planning","43","1",,"104","122",,190,"10.1016/j.lrp.2009.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949141658&doi=10.1016%2fj.lrp.2009.08.003&partnerID=40&md5=8b2e3d576e3da2a7ade7a144fcf1f0ac",Article,"Final","",Scopus,2-s2.0-73949141658
"Lewis, M.W.","7404188750;","Systemic paradoxes of organizational change: Implementing advanced manufacturing technology",2009,"Cybernetics and Systems Theory in Management: Tools, Views, and Advancements",,,,"108","126",,,"10.4018/978-1-61520-668-1.ch007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900231219&doi=10.4018%2f978-1-61520-668-1.ch007&partnerID=40&md5=a75c1a955b5e404d16a40b462cb2b37f",Book Chapter,"Final","",Scopus,2-s2.0-84900231219
"Andriopoulos, C., Lewis, M.W.","10642423900;7404188750;","Exploitation-exploration tensions and organizational ambidexterity: Managing paradoxes of innovation",2009,"Organization Science","20","4",,"696","717",,1120,"10.1287/orsc.1080.0406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350026388&doi=10.1287%2forsc.1080.0406&partnerID=40&md5=7103939e128e61bda78ddfdbcbf3ceb9",Article,"Final","",Scopus,2-s2.0-70350026388
"Ingram, A.E., Lewis, M.W., Andriopoulos, C., Gotsi, M.","14043495400;7404188750;10642423900;22134460900;","Innovation tensions and organizational ambidexterity: Toward a collective paradox frame",2008,"Academy of Management 2008 Annual Meeting: The Questions We Ask, AOM 2008",,,,"","",6,9,"10.5465/ambpp.2008.33649824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085399945&doi=10.5465%2fambpp.2008.33649824&partnerID=40&md5=0caa01af0680685e1f989fe66bd599f9",Conference Paper,"Final","",Scopus,2-s2.0-85085399945
"Lüscher, L.S., Lewis, M.W.","14043568500;7404188750;","Organizational change and managerial sensemaking: Working through paradox",2008,"Academy of Management Journal","51","2",,"221","240",,642,"10.5465/AMJ.2008.31767217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449136470&doi=10.5465%2fAMJ.2008.31767217&partnerID=40&md5=fd47bf8c858cb22888dc7152f7b3eb71",Article,"Final","",Scopus,2-s2.0-44449136470
"Khazanchi, S., Lewis, M.W., Boyer, K.K.","16309849900;7404188750;35512115800;","Innovation-supportive culture: The impact of organizational values on process innovation",2007,"Journal of Operations Management","25","4",,"871","884",,339,"10.1016/j.jom.2006.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248587695&doi=10.1016%2fj.jom.2006.08.003&partnerID=40&md5=0620e0af7dc63be0ec612ea6f5e81328",Article,"Final","",Scopus,2-s2.0-34248587695
"Luscher, L.S., Lewis, M., Ingram, A.","14043568500;7404188750;14043495400;","The social construction of organizational change paradoxes",2006,"Journal of Organizational Change Management","19","4",,"491","502",,71,"10.1108/09534810610676680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746141267&doi=10.1108%2f09534810610676680&partnerID=40&md5=6675beb31159dd1575615c97387052e7",Review,"Final","",Scopus,2-s2.0-33746141267
"Dehler, G.E., Ann Welsh, M.M., Lewis, M.W.","6507290083;7202401794;7404188750;","Critical pedagogy in the ŉew paradigm’: Raising complicated understanding in management learning",2004,"Essential Readings in Management Learning",,,,"167","186",,7,"10.4135/9781446211571.n10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884624009&doi=10.4135%2f9781446211571.n10&partnerID=40&md5=7d5be68db566eb6394edec10b3670331",Book Chapter,"Final","",Scopus,2-s2.0-84884624009
"Sundaramurthy, C., Lewis, M.","6603646204;7404188750;","Control and collaboration: Paradoxes of governance",2003,"Academy of Management Review","28","3",,"397","415",,643,"10.5465/AMR.2003.10196737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038711748&doi=10.5465%2fAMR.2003.10196737&partnerID=40&md5=41a5fe4f68ed3e23c4be904ad7e71461",Article,"Final","",Scopus,2-s2.0-0038711748
"Lewis, M.W., Kelemen, M.L.","7404188750;7005534582;","Multiparadigm inquiry: Exploring organizational pluralism and paradox",2002,"Human Relations","55","2",,"251","275",,125,"10.1177/0018726702055002185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036333823&doi=10.1177%2f0018726702055002185&partnerID=40&md5=0031b04270f318957acd25d08e9f8a66",Article,"Final","",Scopus,2-s2.0-0036333823
"Lewis, M.W., Boyer, K.K.","7404188750;35512115800;","Factors impacting AMT implementation: An integrative and controlled study",2002,"Journal of Engineering and Technology Management - JET-M","19","2",,"111","130",,75,"10.1016/S0923-4748(02)00005-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036601535&doi=10.1016%2fS0923-4748%2802%2900005-X&partnerID=40&md5=ab3f9e408c7c5fb23a64a84df7e4b842",Article,"Final","",Scopus,2-s2.0-0036601535
"Lewis, M.W., Ann Welsh, M., Dehler, G.E., Green, S.G.","7404188750;7202401794;6507290083;7403568734;","Product development tensions: Exploring contrasting styles of project management",2002,"Academy of Management Journal","45","3",,"546","564",,270,"10.2307/3069380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036339627&doi=10.2307%2f3069380&partnerID=40&md5=0b37fab86ffd31d066a9c2005f7479e9",Review,"Final","",Scopus,2-s2.0-0036339627
"Boyer, K.K., Lewis, M.W.","35512115800;7404188750;","Competitive priorities: Investigating the need for trade-offs in operations strategy",2002,"Production and Operations Management","11","1",,"9","20",,401,"10.1111/j.1937-5956.2002.tb00181.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012299447&doi=10.1111%2fj.1937-5956.2002.tb00181.x&partnerID=40&md5=1c825fa76da1321e8beed4e826fe8da7",Article,"Final","",Scopus,2-s2.0-0012299447
"Dehler, G.E., Welsh, M.A., Lewis, M.W.","6507290083;55665816400;7404188750;","Critical Pedagogy in the 'New Paradigm'",2001,"Management Learning","32","4",,"493","511",,129,"10.1177/1350507601324005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042092933&doi=10.1177%2f1350507601324005&partnerID=40&md5=3d1772823f3f9cd743c27d7d421dc6ff",Article,"Final","",Scopus,2-s2.0-0042092933
"Lewis, M.W., Dehler, G.E.","7404188750;6507290083;","Learning through paradox: A pedagogical strategy for exploring contradictions and complexity",2000,"Journal of Management Education","24","6",,"708","725",,57,"10.1177/105256290002400604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992805640&doi=10.1177%2f105256290002400604&partnerID=40&md5=bd17520bdb2ac71c3f854b2769e23cfe",Article,"Final","",Scopus,2-s2.0-84992805640
"Lewis, M.W.","7404188750;","Exploring paradox: Toward a more comprehensive guide",2000,"Academy of Management Review","25","4",,"760","776",,1194,"10.5465/AMR.2000.3707712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034335477&doi=10.5465%2fAMR.2000.3707712&partnerID=40&md5=f55ed4c90eaeee07f6f90cb618f508b4",Review,"Final","",Scopus,2-s2.0-0034335477
"Lewis, M.W., Grimes, A.J.","7404188750;7007101395;","Metatriangulation: Building theory from multiple paradigms",1999,"Academy of Management Review","24","4",,"672","690",,363,"10.5465/AMR.1999.2553247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033246742&doi=10.5465%2fAMR.1999.2553247&partnerID=40&md5=86604ccd62a33e5b1bdea634c21ef431",Article,"Final","",Scopus,2-s2.0-0033246742
"Lewis, M.W.","7404188750;","Iterative triangulation: A theory development process using existing case studies",1998,"Journal of Operations Management","16","4",,"455","469",,154,"10.1016/s0272-6963(98)00024-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032119896&doi=10.1016%2fs0272-6963%2898%2900024-2&partnerID=40&md5=a5de43f70bdcced0efac0e5880a7f650",Article,"Final","",Scopus,2-s2.0-0032119896
