作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Miron-Spektor, E., Emich, K.J., Argote, L., Smith, W.K.","35339629600;42461143000;6603016168;9334428100;","Conceiving opposites together: Cultivating paradoxical frames and epistemic motivation fosters team creativity",2022,"Organizational Behavior and Human Decision Processes","171",,"104153","","",,,"10.1016/j.obhdp.2022.104153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129772219&doi=10.1016%2fj.obhdp.2022.104153&partnerID=40&md5=e1037723f1db51f1190286ff64f643dd",Article,"Final","",Scopus,2-s2.0-85129772219
"Slawinski, N., Winsor, B., Mazutis, D., Schouten, J.W., Smith, W.K.","24559606500;57191976294;23486210500;55848617800;9334428100;","Managing the Paradoxes of Place to Foster Regeneration",2021,"Organization and Environment","34","4",,"595","618",,17,"10.1177/1086026619837131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064087773&doi=10.1177%2f1086026619837131&partnerID=40&md5=52e41dc817b80673db5404077280c3f3",Article,"Final","",Scopus,2-s2.0-85064087773
"Keller, J., Carmine, S., Jarzabkowski, P., Lewis, M.W., Pradies, C., Sharma, G., Smith, W.K., Vince, R.","56651169400;57221752292;6508195381;7404188750;55115845800;43661648100;9334428100;7005276832;","Our Collective Tensions: Paradox Research Community’s Response to COVID-19",2021,"Journal of Management Inquiry","30","2",,"168","176",,6,"10.1177/1056492620986859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100059131&doi=10.1177%2f1056492620986859&partnerID=40&md5=e7ddfaac92258829d151caa8d5a72b42",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85100059131
"Bednarek, R., e Cunha, M.P., Schad, J., Smith, W.","35184847100;35615561300;57188803873;9334428100;","The value of interdisciplinary research to advance paradox in organization theory*",2021,"Research in the Sociology of Organizations","73a",,,"3","25",,3,"10.1108/S0733-558X2021000073a002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108856506&doi=10.1108%2fS0733-558X2021000073a002&partnerID=40&md5=4ee4c6a88183f4b61c6cc3ef23e2a2eb",Book Chapter,"Final","",Scopus,2-s2.0-85108856506
"Bednarek, R., e Cunha, M.P., Schad, J., Smith, W.K.","35184847100;35615561300;57188803873;9334428100;","Implementing interdisciplinary paradox research",2021,"Research in the Sociology of Organizations","73b",,,"3","24",,2,"10.1108/S0733-558X2021000073b002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108781403&doi=10.1108%2fS0733-558X2021000073b002&partnerID=40&md5=09068a37e02995b7ee1a39730fdc461f",Book Chapter,"Final","",Scopus,2-s2.0-85108781403
"Cunha, M.P., Bednarek, R., Smith, W.","35615561300;35184847100;9334428100;","Integrative ambidexterity: one paradoxical mode of learning",2019,"Learning Organization","26","4",,"425","437",,11,"10.1108/TLO-02-2019-0038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068073021&doi=10.1108%2fTLO-02-2019-0038&partnerID=40&md5=6cefbff2458d2caa08b39c723fbb8e28",Article,"Final","",Scopus,2-s2.0-85068073021
"Smith, W.K., Besharov, M.L.","9334428100;55776814800;","Bowing before Dual Gods: How Structured Flexibility Sustains Organizational Hybridity*",2019,"Administrative Science Quarterly","64","1",,"1","44",,163,"10.1177/0001839217750826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060935660&doi=10.1177%2f0001839217750826&partnerID=40&md5=96e080cce8a7c310ad6b3e9fda8bd1e7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85060935660
"Schad, J., Lewis, M.W., Smith, W.K.","57188803873;7404188750;9334428100;","Quo vadis, paradox? Centripetal and centrifugal forces in theory development",2019,"Strategic Organization","17","1",,"107","119",,38,"10.1177/1476127018786218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049785554&doi=10.1177%2f1476127018786218&partnerID=40&md5=613659c1ff6f9708e087c67e25dff842",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85049785554
"Schad, J., Smith, W.K.","57188803873;9334428100;","Addressing Grand Challenges’ Paradoxes: Leadership Skills to Manage Inconsistencies",2018,"Journal of Leadership Studies","12","4",,"55","59",,7,"10.1002/jls.21609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062348318&doi=10.1002%2fjls.21609&partnerID=40&md5=876e170b030e402e7030fd977f1432ed",Article,"Final","",Scopus,2-s2.0-85062348318
"Simsek, Z., Bansal, P., Shaw, J.D., Heugens, P., Smith, W.K.","6603090088;7102755638;55460624200;56313085600;9334428100;","Seeing practice impact in new ways",2018,"Academy of Management Journal","61","6",,"2021","2025",,17,"10.5465/amj.2018.4006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058895085&doi=10.5465%2famj.2018.4006&partnerID=40&md5=b9b6c00999e2b12b2af9e69f0ca391f0",Review,"Final","",Scopus,2-s2.0-85058895085
