作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Rejeb, A., Suhaiza, Z., Rejeb, K., Seuring, S., Treiblmaier, H.","57210259359;57552103600;57217361542;6602271726;13907073600;","The Internet of Things and the circular economy: A systematic literature review and research agenda",2022,"Journal of Cleaner Production","350",,"131439","","",,,"10.1016/j.jclepro.2022.131439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127101905&doi=10.1016%2fj.jclepro.2022.131439&partnerID=40&md5=e7e07659d395d5871e0f20d000ec14b1",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85127101905
"Hettiarachchi, B.D., Brandenburg, M., Seuring, S.","57204456493;6701364108;6602271726;","Connecting additive manufacturing to circular economy implementation strategies: Links, contingencies and causal loops",2022,"International Journal of Production Economics","246",,"108414","","",,2,"10.1016/j.ijpe.2022.108414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123031197&doi=10.1016%2fj.ijpe.2022.108414&partnerID=40&md5=84481e07784e83d320a7f53e8bab3a46",Article,"Final","",Scopus,2-s2.0-85123031197
"Aman, S., Seuring, S.","57289087700;6602271726;","Interestingly it's innovation: Reviewing sustainability performance management in the base of the pyramid (BoP)",2022,"Technovation","112",,"102394","","",,1,"10.1016/j.technovation.2021.102394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116722273&doi=10.1016%2fj.technovation.2021.102394&partnerID=40&md5=e6f4a7ba6a8b91caa66814ab39086348",Review,"Final","",Scopus,2-s2.0-85116722273
"Sudusinghe, J.I., Seuring, S.","57195409571;6602271726;","Supply chain collaboration and sustainability performance in circular economy: A systematic literature review",2022,"International Journal of Production Economics","245",,"108402","","",,3,"10.1016/j.ijpe.2021.108402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122330063&doi=10.1016%2fj.ijpe.2021.108402&partnerID=40&md5=13997d88de1a3a2f1b07e21a431955bb",Article,"Final","",Scopus,2-s2.0-85122330063
"Garcia-Torres, S., Rey-Garcia, M., Sáenz, J., Seuring, S.","57198812799;55227389300;14024625600;6602271726;","Traceability and transparency for sustainable fashion-apparel supply chains",2022,"Journal of Fashion Marketing and Management","26","2",,"344","364",,1,"10.1108/JFMM-07-2020-0125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108257457&doi=10.1108%2fJFMM-07-2020-0125&partnerID=40&md5=ec74002e6952c0b7c1e9cfa52e7dd63f",Article,"Final","",Scopus,2-s2.0-85108257457
"Schilling, L., Seuring, S.","57223389675;6602271726;","The Role of Information and Communication Technology in Managing Supply Chains in Base-of-the-Pyramid Markets",2022,"IEEE Transactions on Engineering Management",,,,"","",,,"10.1109/TEM.2022.3156527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127067951&doi=10.1109%2fTEM.2022.3156527&partnerID=40&md5=d7b88914446e6cfb906c8df3930a86f8",Article,"Article in Press","",Scopus,2-s2.0-85127067951
"Pournader, M., Sauer, P.C., Fahimnia, B., Seuring, S.","53878449000;57193773818;25724319400;6602271726;","Behavioral studies in sustainable supply chain management",2022,"International Journal of Production Economics","243",,"108344","","",,1,"10.1016/j.ijpe.2021.108344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117965723&doi=10.1016%2fj.ijpe.2021.108344&partnerID=40&md5=f9c687503f3066831769634c336c57cc",Editorial,"Final","",Scopus,2-s2.0-85117965723
"Qian, C., Seuring, S., Wagner, R.","57216251916;6602271726;35730493300;","A review of inter-firm relationship quality in supply chains",2021,"Journal of Business and Industrial Marketing","36","12",,"2187","2200",,6,"10.1108/JBIM-05-2019-0199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082962009&doi=10.1108%2fJBIM-05-2019-0199&partnerID=40&md5=4e86d1dea50d4697ba92c336ff00dcf6",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85082962009
"Brix-Asala, C., Seuring, S., Sauer, P.C., Zehendner, A., Schilling, L.","57096118900;6602271726;57193773818;57200583226;57223389675;","Resolving the base of the pyramid inclusion paradox through supplier development",2021,"Business Strategy and the Environment","30","7",,"3208","3227",,3,"10.1002/bse.2798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105798257&doi=10.1002%2fbse.2798&partnerID=40&md5=f48c2997e8b90b1ffd58e748e28bd9ca",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85105798257
"Siems, E., Seuring, S.","57223180926;6602271726;","Stakeholder management in sustainable supply chains: A case study of the bioenergy industry",2021,"Business Strategy and the Environment","30","7",,"3105","3119",,5,"10.1002/bse.2792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105177503&doi=10.1002%2fbse.2792&partnerID=40&md5=af68489e33b63ddcdee0a80edaeebdfe",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85105177503
