作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Carrasco-Farré, C., Snihur, Y., Berrone, P., Ricart, J.E.","57442487200;55672559300;57204409370;7005761244;","The stakeholder value proposition of digital platforms in an urban ecosystem",2022,"Research Policy","51","4","104488","","",,1,"10.1016/j.respol.2022.104488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124119306&doi=10.1016%2fj.respol.2022.104488&partnerID=40&md5=69f9f6e9a7cac0ad75cc3733cf2f9954",Article,"Final","",Scopus,2-s2.0-85124119306
"Truong, Y., Berrone, P.","27468022200;57204409370;","Can environmental innovation be a conventional source of higher market valuation?",2022,"Journal of Business Research","142",,,"113","121",,2,"10.1016/j.jbusres.2021.12.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121932991&doi=10.1016%2fj.jbusres.2021.12.040&partnerID=40&md5=d60ef6e189d0c5337f8618604bb47100",Article,"Final","",Scopus,2-s2.0-85121932991
"Giuliodori, A., Berrone, P., Ricart, J.E.","57671821600;57204409370;7005761244;","Where smart meets sustainability: The role of Smart Governance in achieving the Sustainable Development Goals in cities",2022,"BRQ Business Research Quarterly",,,,"","",,,"10.1177/23409444221091281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129667897&doi=10.1177%2f23409444221091281&partnerID=40&md5=f0489032fafb56c387e59bcca0ae4169",Article,"Article in Press","All Open Access, Gold",Scopus,2-s2.0-85129667897
"Ramus, T., Vaccaro, A., Berrone, P.","40462196200;15769823400;57204409370;","Time Matters! How hybrid organizations use time to respond to divergent stakeholder demands",2021,"Organization Studies","42","10",,"1529","1555",,2,"10.1177/0170840619900341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081576802&doi=10.1177%2f0170840619900341&partnerID=40&md5=a0b1be3964c2ea3bf79a620dee4fbaba",Article,"Final","",Scopus,2-s2.0-85081576802
"Truong, Y., Mazloomi, H., Berrone, P.","27468022200;23668199600;57204409370;","Understanding the impact of symbolic and substantive environmental actions on organizational reputation",2021,"Industrial Marketing Management","92",,,"307","320",,10,"10.1016/j.indmarman.2020.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085304989&doi=10.1016%2fj.indmarman.2020.05.006&partnerID=40&md5=44f9089c39cacf35e164be567f045f81",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85085304989
"Ricart, J.E., Snihur, Y., Carrasco-Farre, C., Berrone, P.","7005761244;55672559300;57442487200;57204409370;","Grassroots Resistance to Digital Platforms and Relational Business Model Design to Overcome It: A Conceptual Framework",2020,"Strategy Science","5","3",,"271","291",,9,"10.1287/stsc.2020.0104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099444359&doi=10.1287%2fstsc.2020.0104&partnerID=40&md5=8ea4c4618b0909983ade3d4027f0df53",Article,"Final","",Scopus,2-s2.0-85099444359
"Rousseau, H.E., Bromiley, P., Berrone, P.","57185206400;6602130831;57204409370;","A behavioral perspective of search in nonprofit organizations: How programmatic performance drives fundraising efforts",2020,"80th Annual Meeting of the Academy of Management 2020: Understanding the Inclusive Organization, AoM 2020",,,,"","",,,"10.5465/AMBPP.2020.51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102989844&doi=10.5465%2fAMBPP.2020.51&partnerID=40&md5=ed96782ced516194f02a1d540b2539f5",Conference Paper,"Final","",Scopus,2-s2.0-85102989844
"Berrone, P., Duran, P., Gómez-Mejía, L., Heugens, P.P.M.A.R., Kostova, T., van Essen, M.","57204409370;57190374267;6603684572;56313085600;6603774111;25947804200;","Impact of informal institutions on the prevalence, strategy, and performance of family firms: A meta-analysis",2020,"Journal of International Business Studies",,,,"","",,18,"10.1057/s41267-020-00362-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091377723&doi=10.1057%2fs41267-020-00362-6&partnerID=40&md5=32175668753a7bfcd6ee7c03f8a45d21",Article,"Article in Press","",Scopus,2-s2.0-85091377723
"Rosenberg, M., Berrone, P., Rousseau, H.","57204927568;57204409370;57185206400;","Environmental sensibility and firm strategic actions: How to become sustainable while avoiding greenwashing",2019,"General Management in Latin and Ibero-American Organizations: A Humanistic Perspective",,,,"78","97",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073401290&partnerID=40&md5=d00cb9292279a8ad4f042fe63df6162a",Book Chapter,"Final","",Scopus,2-s2.0-85073401290
"Berrone, P., Ricart, J.E., Duch, A.I., Bernardo, V., Salvador, J., Peña, J.P., Planas, M.R.","57204409370;7005761244;57209230122;55984913600;57209233331;57209229743;7006430625;","EASIER: An evaluation model for public-private partnerships contributing to the sustainable development goals",2019,"Sustainability (Switzerland)","11","8","2339","","",,20,"10.3390/su11082339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066921554&doi=10.3390%2fsu11082339&partnerID=40&md5=8ef5fd6a4b0f149d8c2ce914284701cd",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85066921554
"Fontrodona, J., Ricart, J.E., Berrone, P.","12806918500;7005761244;57204409370;","Ethical Challenges in Strategic Management: The 19th IESE International Symposium on Ethics, Business and Society",2018,"Journal of Business Ethics","152","4",,"887","898",,2,"10.1007/s10551-018-3825-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042917542&doi=10.1007%2fs10551-018-3825-2&partnerID=40&md5=4c3ec62a9714a523593b645bddb3db19",Conference Paper,"Final","",Scopus,2-s2.0-85042917542
"Martin, G., Gómez-Mejía, L.R., Berrone, P., Makri, M.","55365276900;6603684572;57204409370;14035826400;","Conflict Between Controlling Family Owners and Minority Shareholders: Much Ado About Nothing?",2017,"Entrepreneurship: Theory and Practice","41","6",,"999","1027",,27,"10.1111/etap.12236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978927544&doi=10.1111%2fetap.12236&partnerID=40&md5=e660ca6e6feb08cf09c920f55ac1425a",Article,"Final","",Scopus,2-s2.0-84978927544
"Walls, J.L., Berrone, P.","36997571700;57204409370;","The Power of One to Make a Difference: How Informal and Formal CEO Power Affect Environmental Sustainability",2017,"Journal of Business Ethics","145","2",,"293","308",,71,"10.1007/s10551-015-2902-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944532602&doi=10.1007%2fs10551-015-2902-z&partnerID=40&md5=16af0385f2290f992be58e664692adb3",Article,"Final","",Scopus,2-s2.0-84944532602
"Berrone, P., Fosfuri, A., Gelabert, L.","57204409370;56122169000;35186191000;","Does Greenwashing Pay Off? Understanding the Relationship Between Environmental Actions and Environmental Legitimacy",2017,"Journal of Business Ethics","144","2",,"363","379",,89,"10.1007/s10551-015-2816-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939559397&doi=10.1007%2fs10551-015-2816-9&partnerID=40&md5=9a69e395df877168bbe1257c3d586f56",Article,"Final","",Scopus,2-s2.0-84939559397
"Rousseau, H.E., Berrone, P.","57185206400;57204409370;","Creating value for others: The role of nonprofit organizations in improving community environmental performance",2017,"2017 Annual Meeting of the Academy of Management, AOM 2017","2017-August",,,"","",,,"10.5465/ambpp.2017.35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046440339&doi=10.5465%2fambpp.2017.35&partnerID=40&md5=6b61ad13b71fd0069d83727a150a65c1",Conference Paper,"Final","",Scopus,2-s2.0-85046440339
"Berrone, P., Gelabert, L., Massa-Saluzzo, F., Rousseau, H.E.","57204409370;35186191000;57192684779;57185206400;","Understanding community dynamics in the study of grand challenges: How nonprofits, institutional actors, and the community fabric interact to influence income inequality",2016,"Academy of Management Journal","59","6",,"1940","1964",,49,"10.5465/amj.2015.0746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007399449&doi=10.5465%2famj.2015.0746&partnerID=40&md5=521fed3bc5cf215cbaee5c7c09f69bc8",Article,"Final","",Scopus,2-s2.0-85007399449
"Berrone, P., Ricart, J.E., Carrasco, C.","57204409370;7005761244;56819854300;","The open kimono: Toward a general framework for open data initiatives in cities",2016,"California Management Review","59","1",,"39","70",,23,"10.1177/0008125616683703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028344743&doi=10.1177%2f0008125616683703&partnerID=40&md5=9c823542b637bb7915e65dcaaf5dde73",Article,"Final","",Scopus,2-s2.0-85028344743
"Mayo, M., Gomez-Mejia, L., Firfiray, S., Berrone, P., Villena, V.H.","7202350619;6603684572;36645933900;57204409370;35231668400;","Leader beliefs and CSR for employees: the case of telework provision",2016,"Leadership and Organization Development Journal","37","5",,"609","634",,13,"10.1108/LODJ-09-2014-0177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975060204&doi=10.1108%2fLODJ-09-2014-0177&partnerID=40&md5=9a21cf7be019430bdd7d5115eb0dbb47",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84975060204
"Berrone, P., Duran, P., Gomez-Mejia, L.R., Heugens, P.P., Van Essen, M.","57204409370;57190374267;6603684572;56313085600;25947804200;","The family-legitimizing environment and the prevalence, strategy, and performance of family firms",2016,"76th Annual Meeting of the Academy of Management, AOM 2016",,,,"314","319",,1,"10.5465/AMBPP.2016.229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026237365&doi=10.5465%2fAMBPP.2016.229&partnerID=40&md5=f822407b4fa4b3a836abd7853f5b5b4a",Conference Paper,"Final","",Scopus,2-s2.0-85026237365
"Strike, V.M., Berrone, P., Sapp, S.G., Congiu, L.","15059371800;57204409370;7005501949;56585650000;","A socioemotional wealth approach to CEO career horizons in family firms",2015,"Journal of Management Studies","52","4",,"555","583",,72,"10.1111/joms.12123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928762845&doi=10.1111%2fjoms.12123&partnerID=40&md5=bc090910fb8e886606393cf0bc8069c7",Article,"Final","",Scopus,2-s2.0-84928762845
"Walls, J.L., Berrone, P.","36997571700;57204409370;","The power of one: How CEO power affects corporate environmental sustainability",2015,"75th Annual Meeting of the Academy of Management, AOM 2015",,,,"382","387",,,"10.5465/AMBPP.2015.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026371393&doi=10.5465%2fAMBPP.2015.40&partnerID=40&md5=0187645088c672a6defc553042ded8eb",Conference Paper,"Final","",Scopus,2-s2.0-85026371393
"Cruz, C., Larraza-Kintana, M., Garcés-Galdeano, L., Berrone, P.","35558267400;11539570000;56305277400;57204409370;","Are Family Firms Really More Socially Responsible?",2014,"Entrepreneurship: Theory and Practice","38","6",,"1295","1316",,236,"10.1111/etap.12125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927780947&doi=10.1111%2fetap.12125&partnerID=40&md5=fd8bf8c05ae824b195780696d5dd3ed1",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84927780947
