作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Bloom, N., Draca, M., Van Reenen, J.","55147487400;6506973654;7005708650;","A reply to campbell and mau",2021,"Review of Economic Studies","88","5",,"2560","2563",,,"10.1093/restud/rdab007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118163034&doi=10.1093%2frestud%2frdab007&partnerID=40&md5=731d0b220e83db364953a07806110eca",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85118163034
"Bloom, N., Manova, K., Van Reenen, J., Sun, S.T., Yu, Z.","55147487400;24341707000;7005708650;56797065400;55507630200;","Trade and management",2021,"Review of Economics and Statistics","103","3",,"443","460",,1,"10.1162/rest_a_00925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110465889&doi=10.1162%2frest_a_00925&partnerID=40&md5=717914f97430da6c53fcdedbf64700da",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85110465889
"Bloom, N.","55147487400;","Comment on ‘‘Trade shocks and the shifting landscape of U.S. manufacturing”",2021,"Journal of International Money and Finance","114",,"102371","","",,,"10.1016/j.jimonfin.2021.102371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103932913&doi=10.1016%2fj.jimonfin.2021.102371&partnerID=40&md5=79e040b305f88e97eacade2e39f91bd2",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85103932913
"Bloom, N., Romer, P., Terry, S.J., Van Reenen, J.","55147487400;6602118284;36467159900;7005708650;","Trapped Factors and China's Impact on Global Growth",2021,"Economic Journal","131","633",,"156","191",,1,"10.1093/ej/ueaa086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123334928&doi=10.1093%2fej%2fueaa086&partnerID=40&md5=444302aff5e1ab737b6d956afcda4da8",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85123334928
"Wang, M., Liu, G.G.-E., Bloom, N., Zhao, H., Butt, T., Gao, T., Xu, J., Jin, X.","57215833928;57336616800;55147487400;57191587267;55773172300;57368519800;57367275400;57367691300;","Medical disputes and patient satisfaction in China: How does hospital management matter?",2021,"International Journal of Health Planning and Management",,,,"","",,,"10.1002/hpm.3399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120914382&doi=10.1002%2fhpm.3399&partnerID=40&md5=41d0bab1c8e5b3a3c680d3a2697619ac",Article,"Article in Press","",Scopus,2-s2.0-85120914382
"Scur, D., Sadun, R., Van Reenen, J., Lemos, R., Bloom, N.","56269855300;36168744600;7005708650;56270248000;55147487400;","The World Management Survey at 18: Lessons and the way forward",2021,"Oxford Review of Economic Policy","37","2",,"231","258",,5,"10.1093/oxrep/grab009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112029803&doi=10.1093%2foxrep%2fgrab009&partnerID=40&md5=928c61644b684523eda2d205c76a73a8",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85112029803
"Baker, S.R., Bloom, N., Davis, S.J., Kost, K., Sammon, M., Viratyosin, T.","55520032300;55147487400;24372394700;57220637655;56418043100;57220631785;","The unprecedented stock market reaction to COVID-19",2020,"Review of Asset Pricing Studies","10","4",,"742","758",,313,"10.1093/rapstu/raaa008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097502384&doi=10.1093%2frapstu%2fraaa008&partnerID=40&md5=b23f80282475623382e4064300428eea",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85097502384
"Altig, D., Baker, S., Barrero, J.M., Bloom, N., Bunn, P., Chen, S., Davis, S.J., Leather, J., Meyer, B., Mihaylov, E., Mizen, P., Parker, N., Renault, T., Smietanka, P., Thwaites, G.","6506153452;55520032300;57203606930;55147487400;54897120600;57205129723;24372394700;57219160238;57202362637;54583906700;6701465982;57218939407;57195150443;57205127180;57193743153;","Economic uncertainty before and during the COVID-19 pandemic",2020,"Journal of Public Economics","191",,"104274","","",,184,"10.1016/j.jpubeco.2020.104274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089599925&doi=10.1016%2fj.jpubeco.2020.104274&partnerID=40&md5=592b2ccb859b38a5bb93f5743e84b6b7",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85089599925
"Tanaka, M., Bloom, N., David, J.M., Koga, M.","57201002989;55147487400;10639405700;57162266200;","Firm performance and macro forecast accuracy",2020,"Journal of Monetary Economics","114",,,"26","41",,13,"10.1016/j.jmoneco.2019.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090424177&doi=10.1016%2fj.jmoneco.2019.02.008&partnerID=40&md5=42e85ef5cb27e61ad2d1fd819f173a17",Article,"Final","",Scopus,2-s2.0-85090424177
"Bloom, N., Lemos, R., Sadun, R., van Reenen, J.","55147487400;56270248000;36168744600;7005708650;","Healthy business? Managerial education and management in health care",2020,"Review of Economics and Statistics","102","3",,"506","517",,8,"10.1162/rest_a_00847","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090748153&doi=10.1162%2frest_a_00847&partnerID=40&md5=60077a61efa2954dac88b4685cf50842",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85090748153
