作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Ray, C., Essman, S., Nyberg, A.J., Ployhart, R.E., Hale, D.","57218480737;57195988628;26537837400;7004208559;57687036700;","Human Capital Resources: Reviewing the First Decade and Establishing a Foundation for Future Research",2022,"Journal of Management",,,,"","",,,"10.1177/01492063221085912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130027916&doi=10.1177%2f01492063221085912&partnerID=40&md5=dde78e90b9d5623df6318b6f26b33267",Article,"Article in Press","",Scopus,2-s2.0-85130027916
"Ployhart, R.E.","7004208559;","Resources for What? Understanding Performance in the Resource-Based View and Strategic Human Capital Resource Literatures",2021,"Journal of Management","47","7",,"1771","1786",,9,"10.1177/01492063211003137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104501887&doi=10.1177%2f01492063211003137&partnerID=40&md5=de9059bc10be06cf093cb2a282bd94f8",Article,"Final","",Scopus,2-s2.0-85104501887
"CALL, M.L., PLOYHART, R.E.","56574878400;7004208559;","A theory of firm value capture from employee job performance: A multidisciplinary perspective",2021,"Academy of Management Review","46","3",,"572","590",,10,"10.5465/amr.2018.0103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113163932&doi=10.5465%2famr.2018.0103&partnerID=40&md5=9d1b391c76de414066d00add3cacdb8b",Article,"Final","",Scopus,2-s2.0-85113163932
"Ployhart, R.E., Schepker, D.J., McFarland, L.A.","7004208559;36183018800;7006649648;","A Review and Theoretical Framework for Understanding External Team Contexts",2021,"Journal of Applied Psychology",,,,"","",,1,"10.1037/apl0000987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123213077&doi=10.1037%2fapl0000987&partnerID=40&md5=f46fb1ecf25ee7c20df0dce6f3f78315",Article,"Article in Press","",Scopus,2-s2.0-85123213077
"Ployhart, R.E., Shepherd, W.J., Strizver, S.D.","7004208559;56490159000;57223986174;","The COVID-19 pandemic and new hire engagement: Relationships with unemployment rates, state restrictions, and organizational tenure.",2021,"Journal of Applied Psychology","106","4",,"518","529",,4,"10.1037/apl0000917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106646684&doi=10.1037%2fapl0000917&partnerID=40&md5=9b701f0adb9d17e572e517831a892293",Article,"Final","",Scopus,2-s2.0-85106646684
"McFarland, L.A., Reeves, S., Porr, W.B., Ployhart, R.E.","7006649648;57219384073;26639675700;7004208559;","Impact of the COVID-19 pandemic on job search behavior: An event transition perspective.",2020,"Journal of Applied Psychology","105","11",,"1207","1217",,25,"10.1037/apl0000782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092520720&doi=10.1037%2fapl0000782&partnerID=40&md5=495af9f2e4a2cf328b625f9f9defdeca",Article,"Final","",Scopus,2-s2.0-85092520720
"Shepherd, W.J., Ployhart, R.E., Kautz, J.","56490159000;7004208559;57203916702;","The neglected role of collective customer perceptions in shaping collective employee satisfaction, service climate, voluntary turnover, and involuntary turnover: A cautionary note.",2020,"Journal of Applied Psychology","105","11",,"1327","1337",,7,"10.1037/apl0000480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081345346&doi=10.1037%2fapl0000480&partnerID=40&md5=8479d2a2b904cd972f9c643eac10f800",Article,"Final","",Scopus,2-s2.0-85081345346
"Bliese, P.D., Schepker, D.J., Essman, S.M., Ployhart, R.E.","35263862800;36183018800;57195988628;7004208559;","Bridging Methodological Divides Between Macro- and Microresearch: Endogeneity and Methods for Panel Data",2020,"Journal of Management","46","1",,"70","99",,39,"10.1177/0149206319868016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071454524&doi=10.1177%2f0149206319868016&partnerID=40&md5=e497790fdfebca861c41c1bd0cd4a3e9",Article,"Final","",Scopus,2-s2.0-85071454524
"Sitzmann, T., Ployhart, R.E., Kim, Y.","6506291558;7004208559;55699616700;","A process model linking occupational strength to attitudes and behaviors: The explanatory role of occupational personality heterogeneity",2019,"Journal of Applied Psychology","104","2",,"247","269",,4,"10.1037/apl0000352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054011850&doi=10.1037%2fapl0000352&partnerID=40&md5=6b6892014697bcbbc551277f23651603",Article,"Final","",Scopus,2-s2.0-85054011850
"Nyberg, A.J., Ployhart, R.E., Moliterno, T.P.","26537837400;7004208559;14031702300;","Human capital resources: A convergence of questions but divergence of answers",2019,"Handbook of Research on Strategic Human Capital Resources",,,,"502","511",,5,"10.4337/9781788116695.00048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089059753&doi=10.4337%2f9781788116695.00048&partnerID=40&md5=d52a47d179992f9b65086991cee2135b",Book Chapter,"Final","",Scopus,2-s2.0-85089059753
