作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Frazzini, A., Pedersen, L.H.","14057817200;7201717879;","Embedded Leverage",2022,"Review of Asset Pricing Studies","12","1",,"1","52",,2,"10.1093/rapstu/raab022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126127452&doi=10.1093%2frapstu%2fraab022&partnerID=40&md5=2dc933cb318f61185930c8fd13f7fb8b",Article,"Final","",Scopus,2-s2.0-85126127452
"Pedersen, L.H., Fitzgibbons, S., Pomorski, L.","7201717879;57220858231;54880149100;","Responsible investing: The ESG-efficient frontier",2021,"Journal of Financial Economics","142","2",,"572","597",,44,"10.1016/j.jfineco.2020.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097801411&doi=10.1016%2fj.jfineco.2020.11.001&partnerID=40&md5=a61adbb1ee517775dda6b82ff08ff1be",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85097801411
"Asness, C., Liew, J., Pedersen, L.H., Thapar, A.","6603458918;7006055370;7201717879;57210931806;","Deep Value",2021,"Journal of Portfolio Management","47","4",,"11","40",,1,"10.3905/JPM.2021.1.215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103222708&doi=10.3905%2fJPM.2021.1.215&partnerID=40&md5=2cf71dfe77aa1a5a346dd5a9169ea8d9",Article,"Final","",Scopus,2-s2.0-85103222708
"Pedersen, L.H., Babu, A., Levine, A.","7201717879;57194171377;57193905936;","Enhanced Portfolio Optimization",2021,"Financial Analysts Journal","77","2",,"124","151",,3,"10.1080/0015198X.2020.1854543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101298972&doi=10.1080%2f0015198X.2020.1854543&partnerID=40&md5=151bf4d3ae68dd2e7084bcf12cea1224",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85101298972
"Alquist, R., Frazzini, A., Ilmanen, A., Pedersen, L.H.","6504438938;14057817200;6506633570;7201717879;","Fact and Fiction about Low-Risk Investing",2020,"Journal of Portfolio Management","46","6",,"72","92",,2,"10.3905/jpm.2020.1.146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088363393&doi=10.3905%2fjpm.2020.1.146&partnerID=40&md5=08e35ebad11fa6c12b21baafc7458b29",Article,"Final","",Scopus,2-s2.0-85088363393
"Asness, C., Frazzini, A., Gormsen, N.J., Pedersen, L.H.","6603458918;14057817200;57214870112;7201717879;","Betting against correlation: Testing theories of the low-risk effect",2020,"Journal of Financial Economics","135","3",,"629","652",,25,"10.1016/j.jfineco.2019.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079349669&doi=10.1016%2fj.jfineco.2019.07.003&partnerID=40&md5=1eef08d348ef37a8918ab7994b61335d",Article,"Final","",Scopus,2-s2.0-85079349669
"Acharya, V.V., Pedersen, L.H.","7005203497;7201717879;","Economics with market liquidity risk",2019,"Critical Finance Review","8","1-2",,"111","125",,2,"10.1561/104.00000083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077008823&doi=10.1561%2f104.00000083&partnerID=40&md5=cff3724d6a6462d5e9961acca1cb0f54",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85077008823
"Jensen, C.S., Lando, D., Pedersen, L.H.","57206132635;7007041822;7201717879;","Generalized recovery",2019,"Journal of Financial Economics","133","1",,"154","174",,11,"10.1016/j.jfineco.2018.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059943820&doi=10.1016%2fj.jfineco.2018.12.003&partnerID=40&md5=19bdf9bf64192d6d6bc67c445f12148a",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85059943820
"Asness, C.S., Frazzini, A., Pedersen, L.H.","6603458918;14057817200;7201717879;","Quality minus junk",2019,"Review of Accounting Studies","24","1",,"34","112",,96,"10.1007/s11142-018-9470-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056186189&doi=10.1007%2fs11142-018-9470-2&partnerID=40&md5=12e928169ae0f06b18803f0c7744d6b3",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85056186189
"Frazzini, A., Kabiller, D., Pedersen, L.H.","14057817200;57189852107;7201717879;","Buffett’s Alpha",2018,"Financial Analysts Journal","74","4",,"35","55",,17,"10.2469/faj.v74.n4.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063806535&doi=10.2469%2ffaj.v74.n4.3&partnerID=40&md5=1d48c0568caf414d17f63c708059ec46",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85063806535
