作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"He, X., Cui, L., Meyer, K.E.","37101674900;36522613900;7401793822;","How state and market logics influence firm strategy from within and outside? Evidence from Chinese financial intermediary firms",2022,"Asia Pacific Journal of Management","39","2",,"587","614",,,"10.1007/s10490-020-09739-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092081675&doi=10.1007%2fs10490-020-09739-5&partnerID=40&md5=2e630b68e09b24ed67c2d0bf9965804c",Article,"Final","",Scopus,2-s2.0-85092081675
"Aguinis, H., Audretsch, D.B., Flammer, C., Meyer, K.E., Peng, M.W., Teece, D.J.","7006100196;7006423146;55796317300;7401793822;8588065300;6701775408;","Bringing the Manager Back Into Management Scholarship",2022,"Journal of Management",,,,"","",,,"10.1177/01492063221082555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127304238&doi=10.1177%2f01492063221082555&partnerID=40&md5=042829c83f6642d2c33faaab8554713a",Editorial,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85127304238
"Meyer, K.E., Li, C.","7401793822;56320930900;","The MNE and its subsidiaries at times of global disruptions: An international relations perspective",2022,"Global Strategy Journal",,,,"","",,,"10.1002/gsj.1436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126462817&doi=10.1002%2fgsj.1436&partnerID=40&md5=8d290c82ef4a45d13524b8dc2597110c",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85126462817
"Meyer, K.E., Prashantham, S., Xu, S.","7401793822;57205010562;57282239600;","Entrepreneurship and the Post-COVID-19 Recovery in Emerging Economies",2021,"Management and Organization Review","17","5",,"1101","1118",,,"10.1017/mor.2021.49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116196388&doi=10.1017%2fmor.2021.49&partnerID=40&md5=ab645477313672727bbfedd79f3b6e75",Review,"Final","",Scopus,2-s2.0-85116196388
"Tan, D., Meyer, K.E.","8285295800;7401793822;","Context-bridging and context-embedded experience: Growth drivers of emerging economy business groups",2021,"Asia Pacific Journal of Management","38","2",,"401","434",,,"10.1007/s10490-019-09658-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067314816&doi=10.1007%2fs10490-019-09658-0&partnerID=40&md5=9eb3b5b97a50a18e1b2b1f026d4bcbc9",Article,"Final","",Scopus,2-s2.0-85067314816
"Meyer, K.E.","7401793822;","Thinking strategically during the global pan(Dem)ic",2021,"International Business and Management","36",,,"87","99",,,"10.1108/S1876-066X20220000036009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120056186&doi=10.1108%2fS1876-066X20220000036009&partnerID=40&md5=b3bb4c0c8e40f2bdda1e6059e6f200bd",Book Chapter,"Final","",Scopus,2-s2.0-85120056186
"Li, Y., Cui, L., Meyer, K.E., Fan, D.","57194342534;36522613900;7401793822;35239542800;","Strategic Configurations and International Performance of Emerging Economy Multinationals",2021,"Management and Organization Review",,,,"","",,,"10.1017/mor.2021.53","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116268067&doi=10.1017%2fmor.2021.53&partnerID=40&md5=424d36cda7d36a999dc80656bf8bc53f",Review,"Article in Press","",Scopus,2-s2.0-85116268067
"Schotter, A.P.J., Meyer, K., Wood, G.","26028450200;7401793822;10043338900;","Organizational and comparative institutionalism in international HRM: Toward an integrative research agenda",2021,"Human Resource Management","60","1",,"205","227",,7,"10.1002/hrm.22053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099043666&doi=10.1002%2fhrm.22053&partnerID=40&md5=f725137c2603d86389d98b399888d465",Article,"Final","",Scopus,2-s2.0-85099043666
"Beugelsdijk, S., van Witteloostuijn, A., Meyer, K.E.","16444120200;6603825267;7401793822;","A new approach to data access and research transparency (DART)",2020,"Journal of International Business Studies","51","6",,"887","905",,12,"10.1057/s41267-020-00323-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084065787&doi=10.1057%2fs41267-020-00323-z&partnerID=40&md5=27766348f5c3f41213764a4ab0437e92",Editorial,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85084065787
"Rungsithong, R., Meyer, K.E.","57196328626;7401793822;","Trust and knowledge sharing in context: A study of international buyer-supplier relationships in Thailand",2020,"Industrial Marketing Management","88",,,"112","124",,13,"10.1016/j.indmarman.2020.04.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084387054&doi=10.1016%2fj.indmarman.2020.04.026&partnerID=40&md5=ebd7710b273e67ac733b4fc59909b3bc",Article,"Final","",Scopus,2-s2.0-85084387054
